"gene-id"	"liver12-rep1"	"liver12-rep2"	"liver11-rep1"	"liver11-rep2"	"forebrain11-rep1"	"forebrain11-rep2"	"forebrain12-rep1"	"forebrain12-rep2"
"ENSMUSG00000102818"	1	0	0	0	0	0	0	0
"ENSMUSG00000101795"	419	342	377	301	102	169	190	177
"ENSMUSG00000026361"	2957	2621	1085	1125	1081	1725	3261	3553
"ENSMUSG00000033849"	43	68	98	58	121	248	451	600
"ENSMUSG00000089640"	15	9	7	3	13	5	18	26
"ENSMUSG00000018196"	2437	2248	1193	1131	1253	1806	4243	4142
"ENSMUSG00000018199"	1422	1303	1305	1246	4186	7108	10906	9638
"ENSMUSG00000018189"	7568	6771	4118	3855	1498	2342	3463	3659
"ENSMUSG00000100455"	514	484	317	212	333	458	938	1021
"ENSMUSG00000088323"	0	0	0	0	0	0	0	0
"ENSMUSG00000026360"	529	483	490	369	1060	1566	2604	2873
"ENSMUSG00000051079"	0	0	0	0	25	56	90	120
"ENSMUSG00000100389"	0	2	1	1	0	1	2	2
"ENSMUSG00000026358"	49	8	18	10	0	0	13	0
"ENSMUSG00000100441"	29	23	19	10	1	10	14	17
"ENSMUSG00000098509"	0	0	0	0	0	0	0	0
"ENSMUSG00000088096"	0	0	0	0	0	0	0	0
"ENSMUSG00000026357"	2521	1886	1501	1283	57	68	45	32
"ENSMUSG00000101049"	2	4	0	2	0	1	0	1
"ENSMUSG00000065787"	0	0	0	0	0	0	0	0
"ENSMUSG00000096352"	0	0	0	0	0	0	0	0
"ENSMUSG00000099617"	1	2	0	0	1	0	0	0
"ENSMUSG00000097130"	0	3	1	4	2	2	4	5
"ENSMUSG00000088579"	0	0	0	0	0	0	0	0
"ENSMUSG00000101661"	0	0	0	0	0	0	0	0
"ENSMUSG00000103055"	0	0	0	0	0	0	0	0
"ENSMUSG00000099964"	0	0	1	0	3	4	6	17
"ENSMUSG00000090323"	6	6	0	5	0	2	2	2
"ENSMUSG00000102403"	0	0	0	0	0	0	9	4
"ENSMUSG00000035131"	9	4	44	33	93	105	200	208
"ENSMUSG00000080078"	0	2	0	0	2	0	2	1
"ENSMUSG00000087627"	11	8	0	1	9	5	32	22
"ENSMUSG00000085822"	0	0	0	0	0	0	2	0
"ENSMUSG00000104269"	0	0	0	0	0	0	0	0
"ENSMUSG00000102134"	0	0	0	0	0	0	0	0
"ENSMUSG00000100380"	0	0	0	0	0	0	0	0
"ENSMUSG00000104331"	0	0	0	0	0	0	1	1
"ENSMUSG00000101973"	0	0	0	0	0	0	0	0
"ENSMUSG00000099629"	0	0	0	0	0	0	2	0
"ENSMUSG00000088582"	0	0	0	0	0	0	0	0
"ENSMUSG00000101208"	0	0	0	0	0	0	0	0
"ENSMUSG00000101735"	0	0	0	0	0	2	0	0
"ENSMUSG00000099842"	0	0	0	0	0	0	0	0
"ENSMUSG00000101074"	0	0	0	0	0	0	0	0
"ENSMUSG00000101564"	1	0	0	1	1	0	1	0
"ENSMUSG00000082588"	2	2	0	0	0	1	0	1
"ENSMUSG00000100917"	0	0	0	0	0	0	0	0
"ENSMUSG00000102074"	0	0	0	0	0	0	0	0
"ENSMUSG00000101457"	0	0	0	0	0	0	0	0
"ENSMUSG00000102314"	0	0	0	0	0	0	0	0
"ENSMUSG00000102309"	0	0	0	0	0	0	0	0
"ENSMUSG00000101011"	0	0	0	0	0	0	0	0
"ENSMUSG00000103724"	0	0	0	0	0	0	1	0
"ENSMUSG00000104036"	0	0	0	0	0	0	0	0
"ENSMUSG00000088167"	0	0	0	0	0	0	0	0
"ENSMUSG00000084532"	0	0	0	0	0	0	0	0
"ENSMUSG00000056220"	2135	1615	1334	1402	161	188	233	231
"ENSMUSG00000077516"	0	2	0	0	0	0	0	0
"ENSMUSG00000099701"	0	0	0	0	0	0	0	0
"ENSMUSG00000104812"	0	0	0	0	0	0	0	0
"ENSMUSG00000097028"	5	6	4	2	2	2	0	4
"ENSMUSG00000032487"	28	13	15	26	12	5	6	7
"ENSMUSG00000101199"	4	4	12	5	0	0	3	0
"ENSMUSG00000097754"	1	0	1	0	7	12	10	13
"ENSMUSG00000099875"	26	32	26	27	20	20	29	27
"ENSMUSG00000100690"	15	3	3	8	2	5	1	2
"ENSMUSG00000006007"	0	0	0	0	3	10	3	2
"ENSMUSG00000099447"	0	2	0	0	0	0	0	0
"ENSMUSG00000102990"	0	0	0	0	0	0	0	0
"ENSMUSG00000006010"	1719	1587	1229	1108	627	1002	1459	1532
"ENSMUSG00000006005"	14095	12763	10493	9931	6489	10289	13224	13339
"ENSMUSG00000006014"	29	33	15	23	13	18	39	36
"ENSMUSG00000101519"	0	0	0	0	0	2	4	7
"ENSMUSG00000066842"	1247	1061	1419	1251	748	1264	998	1548
"ENSMUSG00000093650"	13	11	10	8	10	4	8	18
"ENSMUSG00000099622"	1	0	1	0	0	0	0	0
"ENSMUSG00000096851"	0	0	0	0	0	0	0	0
"ENSMUSG00000102628"	2	0	0	0	2	0	0	0
"ENSMUSG00000100595"	2	0	0	0	1	0	0	2
"ENSMUSG00000097426"	15	5	0	3	0	1	0	5
"ENSMUSG00000102095"	6	0	0	1	2	2	2	8
"ENSMUSG00000114212"	106	113	22	25	6	9	16	25
"ENSMUSG00000114943"	37	27	8	9	1	3	1	1
"ENSMUSG00000114694"	16	20	4	6	0	1	0	1
"ENSMUSG00000114582"	4	6	1	3	0	0	2	0
"ENSMUSG00000114591"	8	13	0	2	0	0	0	0
"ENSMUSG00000088498"	0	0	0	0	0	0	0	0
"ENSMUSG00000100954"	184	195	161	105	117	197	234	264
"ENSMUSG00000023150"	19719	18143	15484	15858	19390	28106	40156	39502
"ENSMUSG00000052748"	2034	1752	1331	1130	808	1259	1511	1656
"ENSMUSG00000053286"	3182	2872	2391	2076	1787	2691	3711	4033
"ENSMUSG00000106406"	6	4	6	2	1	8	13	10
"ENSMUSG00000103928"	58	53	68	42	76	73	115	113
"ENSMUSG00000026484"	4619	4352	3813	3840	4987	7727	11118	11428
"ENSMUSG00000103238"	35	44	28	26	31	59	77	99
"ENSMUSG00000100981"	0	0	0	0	0	0	0	0
"ENSMUSG00000100551"	7	15	11	4	2	5	7	4
"ENSMUSG00000100357"	0	0	0	0	0	0	0	0
"ENSMUSG00000026483"	419	396	279	200	66	129	177	267
"ENSMUSG00000100594"	76	87	43	41	42	58	84	90
"ENSMUSG00000043019"	3286	3250	2350	2247	1797	2653	4563	4206
"ENSMUSG00000032666"	480	454	432	357	844	1093	2316	2411
"ENSMUSG00000084557"	0	0	0	0	0	0	0	0
"ENSMUSG00000100685"	0	0	0	0	0	0	0	0
"ENSMUSG00000102090"	0	0	1	1	1	1	0	0
"ENSMUSG00000103744"	0	1	0	0	0	0	0	0
"ENSMUSG00000014980"	2306	2023	1467	1519	1102	1532	1321	1544
"ENSMUSG00000032649"	108	92	168	125	113	168	172	234
"ENSMUSG00000080878"	0	1	1	0	1	2	0	6
"ENSMUSG00000026482"	2235	2280	2082	1943	1467	1929	1895	2129
"ENSMUSG00000086145"	9	5	2	2	1	0	0	3
"ENSMUSG00000080950"	21	36	10	7	9	18	18	18
"ENSMUSG00000099868"	1	0	1	0	1	6	7	6
"ENSMUSG00000055547"	2	1	0	2	1	5	5	2
"ENSMUSG00000008475"	14089	13560	9284	9233	5520	8060	12661	12832
"ENSMUSG00000026480"	992	954	606	534	92	108	127	169
"ENSMUSG00000042772"	3746	3734	3284	3099	3528	4854	6870	4972
"ENSMUSG00000100394"	160	135	74	70	96	173	205	340
"ENSMUSG00000103840"	0	0	0	0	0	0	0	0
"ENSMUSG00000100702"	1	0	3	1	0	0	0	2
"ENSMUSG00000042751"	3	13	33	41	451	514	2930	2920
"ENSMUSG00000099969"	9	12	3	6	2	1	3	1
"ENSMUSG00000026479"	101	25	109	101	24	52	95	87
"ENSMUSG00000026478"	3585	3553	2939	2715	1957	2876	3570	3842
"ENSMUSG00000103818"	29	31	27	22	26	76	47	55
"ENSMUSG00000079138"	3	0	4	0	3	12	5	5
"ENSMUSG00000073538"	16	28	7	2	1	1	2	4
"ENSMUSG00000042708"	23	13	22	21	9	14	7	18
"ENSMUSG00000064435"	6	3	4	3	1	3	1	3
"ENSMUSG00000103543"	4	1	5	7	0	4	7	7
"ENSMUSG00000042699"	2828	2801	1110	833	1179	1539	4493	5165
"ENSMUSG00000042684"	712	583	276	359	271	442	486	491
"ENSMUSG00000099858"	96	80	49	29	5	9	4	4
"ENSMUSG00000042671"	21	27	24	10	855	1108	3257	3208
"ENSMUSG00000100945"	0	0	0	0	1	0	1	2
"ENSMUSG00000102404"	0	0	0	0	1	5	1	3
"ENSMUSG00000100334"	0	0	0	0	1	1	4	14
"ENSMUSG00000026475"	43	69	56	34	655	889	2632	2627
"ENSMUSG00000099568"	3	4	1	1	0	1	5	2
"ENSMUSG00000066800"	1139	1052	392	274	661	976	2168	2332
"ENSMUSG00000100183"	62	54	14	11	37	62	109	114
"ENSMUSG00000042641"	8	8	4	0	0	0	3	5
"ENSMUSG00000045968"	43	40	25	12	15	22	58	62
"ENSMUSG00000043282"	0	0	0	0	0	0	0	0
"ENSMUSG00000102459"	2	1	0	2	1	1	2	3
"ENSMUSG00000047053"	0	0	0	0	0	0	0	1
"ENSMUSG00000099227"	0	0	0	0	0	0	0	0
"ENSMUSG00000026473"	4673	4102	2503	2228	1295	1859	2834	3015
"ENSMUSG00000100014"	0	0	0	1	3	3	0	0
"ENSMUSG00000101903"	0	0	0	0	0	1	0	0
"ENSMUSG00000100502"	2	4	1	0	0	0	0	0
"ENSMUSG00000100627"	1	0	3	0	1	1	0	0
"ENSMUSG00000088669"	0	0	0	0	0	0	0	0
"ENSMUSG00000066797"	7	7	3	5	1	0	0	5
"ENSMUSG00000099933"	0	0	0	0	0	0	0	0
"ENSMUSG00000100221"	0	0	0	0	0	0	0	0
"ENSMUSG00000064860"	0	0	0	0	0	0	0	0
"ENSMUSG00000100031"	0	0	0	0	0	0	0	0
"ENSMUSG00000004110"	33	24	80	68	173	225	679	814
"ENSMUSG00000101880"	0	2	0	0	0	0	0	2
"ENSMUSG00000101433"	0	0	0	1	0	0	1	0
"ENSMUSG00000096950"	4	8	7	4	2	12	17	12
"ENSMUSG00000056708"	913	906	523	464	1184	1182	1308	1779
"ENSMUSG00000026471"	56	48	49	56	31	28	58	88
"ENSMUSG00000026470"	2041	1868	1717	1541	3046	4010	6255	6783
"ENSMUSG00000104181"	7	8	10	10	15	25	15	51
"ENSMUSG00000033722"	82	36	58	51	105	148	231	307
"ENSMUSG00000103670"	0	0	0	0	0	1	4	0
"ENSMUSG00000026469"	1417	1369	904	630	1069	1748	5537	5181
"ENSMUSG00000093286"	1	0	0	0	0	1	0	2
"ENSMUSG00000073535"	0	1	12	18	105	148	197	158
"ENSMUSG00000033701"	3389	3141	2048	1802	954	1494	2114	2205
"ENSMUSG00000026468"	0	0	1	0	6	9	10	24
"ENSMUSG00000103180"	0	0	0	0	0	0	0	0
"ENSMUSG00000033684"	1589	1516	474	456	258	379	1154	1188
"ENSMUSG00000102299"	0	0	0	0	1	0	0	0
"ENSMUSG00000102558"	3	0	0	0	1	1	0	2
"ENSMUSG00000033671"	2469	2050	1436	1096	1042	1822	2618	2816
"ENSMUSG00000103717"	2	2	1	1	0	1	4	0
"ENSMUSG00000103771"	0	0	0	0	1	2	2	1
"ENSMUSG00000102837"	13	10	2	2	2	7	11	15
"ENSMUSG00000077419"	0	0	0	0	0	0	0	0
"ENSMUSG00000102833"	6	12	6	0	5	4	4	6
"ENSMUSG00000026466"	1467	1402	824	745	604	838	1239	1393
"ENSMUSG00000102964"	171	140	112	84	82	158	193	255
"ENSMUSG00000050565"	8192	7296	5157	5376	3820	5399	6324	6537
"ENSMUSG00000015484"	15	23	22	33	161	186	377	296
"ENSMUSG00000102932"	1	6	1	0	0	0	0	0
"ENSMUSG00000060985"	36	20	32	9	3	6	14	20
"ENSMUSG00000102372"	0	0	0	0	0	0	0	0
"ENSMUSG00000103705"	0	0	0	0	0	0	0	0
"ENSMUSG00000026602"	0	0	0	2	13	10	6	9
"ENSMUSG00000026601"	3	6	4	8	1	19	5	10
"ENSMUSG00000078193"	1332	1098	976	754	326	558	778	823
"ENSMUSG00000026600"	2994	3255	2512	2425	1230	2000	2575	2590
"ENSMUSG00000103199"	31	15	24	42	17	32	12	35
"ENSMUSG00000101523"	60	42	43	32	21	38	67	45
"ENSMUSG00000026596"	838	820	841	619	679	1049	1801	1815
"ENSMUSG00000104293"	47	56	29	41	34	108	94	129
"ENSMUSG00000060519"	383	308	217	238	191	357	348	367
"ENSMUSG00000033557"	2899	2777	1943	1830	1192	1771	2637	3066
"ENSMUSG00000102961"	0	0	0	0	0	0	0	0
"ENSMUSG00000046057"	21	36	13	19	10	20	23	20
"ENSMUSG00000026594"	2622	2445	2159	2165	2894	4835	8115	8467
"ENSMUSG00000101964"	16	17	11	1	8	24	24	79
"ENSMUSG00000033544"	40	27	46	39	43	50	93	121
"ENSMUSG00000103303"	43	19	15	12	28	36	43	58
"ENSMUSG00000102960"	8	14	22	4	21	27	43	27
"ENSMUSG00000101905"	12	7	6	1	13	9	7	14
"ENSMUSG00000101768"	0	0	0	0	0	1	1	1
"ENSMUSG00000103325"	0	0	0	0	0	0	0	2
"ENSMUSG00000026592"	0	0	0	0	0	1	2	1
"ENSMUSG00000109913"	0	0	1	0	6	4	10	11
"ENSMUSG00000070565"	366	298	278	215	807	1169	2050	2122
"ENSMUSG00000102326"	7	15	36	18	57	93	91	138
"ENSMUSG00000102391"	3	4	1	5	5	10	11	19
"ENSMUSG00000087632"	4	19	8	6	16	26	25	57
"ENSMUSG00000103808"	46	39	61	49	102	183	148	204
"ENSMUSG00000049881"	1358	1077	1097	991	1579	2168	2779	2839
"ENSMUSG00000033488"	430	409	341	273	170	239	277	288
"ENSMUSG00000087093"	2	0	0	0	0	1	0	0
"ENSMUSG00000026589"	753	691	423	499	51	53	66	77
"ENSMUSG00000103021"	0	0	0	0	0	0	0	0
"ENSMUSG00000103501"	0	0	0	0	0	0	0	0
"ENSMUSG00000102245"	0	0	0	0	0	0	0	0
"ENSMUSG00000103962"	0	0	0	0	0	0	0	0
"ENSMUSG00000102789"	0	0	0	0	0	0	0	0
"ENSMUSG00000004031"	12	33	77	72	380	483	1723	1685
"ENSMUSG00000026587"	48	61	159	189	1718	2292	4383	4376
"ENSMUSG00000103762"	2	2	1	0	8	34	128	149
"ENSMUSG00000103971"	3	0	0	0	5	7	19	28
"ENSMUSG00000070103"	0	0	0	0	1	2	1	3
"ENSMUSG00000102508"	0	0	0	0	6	7	20	55
"ENSMUSG00000102618"	1	0	3	0	9	34	47	68
"ENSMUSG00000073530"	37	72	16	14	129	150	416	397
"ENSMUSG00000047661"	0	0	0	0	2	0	1	0
"ENSMUSG00000104014"	0	0	0	0	0	0	0	3
"ENSMUSG00000061992"	16	11	10	14	9	8	19	5
"ENSMUSG00000104169"	0	0	0	0	0	0	0	0
"ENSMUSG00000040782"	3885	3847	1621	1440	1846	2793	1657	3161
"ENSMUSG00000103572"	73	71	61	47	40	107	51	91
"ENSMUSG00000103186"	0	12	4	9	2	13	2	2
"ENSMUSG00000089536"	3	2	4	1	1	2	9	2
"ENSMUSG00000105399"	0	0	0	0	0	0	0	0
"ENSMUSG00000103289"	0	0	0	0	0	1	0	0
"ENSMUSG00000103389"	0	0	0	0	0	0	0	0
"ENSMUSG00000015829"	7	18	51	19	16	27	117	83
"ENSMUSG00000103225"	0	0	0	0	0	2	2	5
"ENSMUSG00000073528"	0	0	0	0	0	0	0	0
"ENSMUSG00000103719"	0	0	0	0	0	0	0	0
"ENSMUSG00000088145"	0	0	0	0	0	0	0	0
"ENSMUSG00000104111"	0	0	0	0	0	0	0	0
"ENSMUSG00000090394"	1604	1325	637	499	34	72	52	67
"ENSMUSG00000026729"	3	6	3	0	0	0	0	0
"ENSMUSG00000026725"	4	7	0	0	0	0	5	16
"ENSMUSG00000058267"	8335	7125	4719	4349	2210	3291	5000	5105
"ENSMUSG00000014226"	21931	19200	15858	15162	6999	11176	13495	14710
"ENSMUSG00000103006"	74	38	40	30	49	69	108	97
"ENSMUSG00000026721"	4586	4089	2709	2447	534	932	1666	1834
"ENSMUSG00000104302"	9	16	13	6	2	4	5	13
"ENSMUSG00000089204"	0	0	1	0	0	0	0	0
"ENSMUSG00000103522"	11	28	28	9	7	5	18	13
"ENSMUSG00000103693"	64	66	19	15	5	15	30	61
"ENSMUSG00000104026"	17	1	17	10	1	2	1	4
"ENSMUSG00000104020"	37	52	62	28	2	13	13	30
"ENSMUSG00000103391"	7	9	11	6	0	3	15	7
"ENSMUSG00000103432"	163	210	178	119	27	78	53	80
"ENSMUSG00000077759"	1	2	2	0	1	0	1	0
"ENSMUSG00000102172"	17	25	25	14	7	6	10	22
"ENSMUSG00000103200"	9	5	2	1	1	1	0	2
"ENSMUSG00000103632"	34	26	18	15	0	3	4	10
"ENSMUSG00000104053"	91	97	39	33	4	18	33	46
"ENSMUSG00000102852"	1	9	2	2	0	0	0	0
"ENSMUSG00000103631"	2	0	0	0	0	0	0	0
"ENSMUSG00000077648"	0	0	0	0	0	0	0	0
"ENSMUSG00000057499"	3	0	1	0	1	0	0	0
"ENSMUSG00000040423"	2227	2111	1245	1239	1131	1729	2389	2487
"ENSMUSG00000103343"	40	34	56	40	51	50	91	117
"ENSMUSG00000103846"	4	4	0	0	0	3	0	4
"ENSMUSG00000103739"	98	64	51	36	26	70	138	103
"ENSMUSG00000026715"	9253	8395	4016	3849	9	17	24	44
"ENSMUSG00000103222"	4	2	3	0	1	4	3	0
"ENSMUSG00000103680"	30	11	15	7	5	5	10	19
"ENSMUSG00000043467"	397	380	379	334	501	858	1080	1268
"ENSMUSG00000104016"	21	17	9	15	11	23	16	49
"ENSMUSG00000053332"	13426	13218	8985	7708	3844	5671	7561	8407
"ENSMUSG00000064440"	0	0	0	0	0	0	0	0
"ENSMUSG00000080463"	0	0	0	0	0	0	0	0
"ENSMUSG00000064816"	0	0	0	0	0	0	0	0
"ENSMUSG00000084667"	0	0	0	0	0	0	0	0
"ENSMUSG00000077220"	0	0	0	0	0	0	0	0
"ENSMUSG00000065160"	0	0	0	0	0	0	0	0
"ENSMUSG00000065735"	0	0	0	0	0	0	0	0
"ENSMUSG00000105780"	0	0	0	0	0	0	0	0
"ENSMUSG00000064968"	0	0	0	0	0	0	0	0
"ENSMUSG00000065228"	0	0	0	0	0	0	0	0
"ENSMUSG00000026709"	4110	3895	2644	2854	1465	2095	2514	2616
"ENSMUSG00000102864"	0	0	0	0	0	0	0	0
"ENSMUSG00000026708"	3298	3086	1578	1567	1346	1911	2415	2425
"ENSMUSG00000026705"	1422	1455	1027	1018	893	1198	1986	1968
"ENSMUSG00000044835"	6	5	37	35	387	603	1024	1096
"ENSMUSG00000049160"	0	1	2	1	10	11	28	28
"ENSMUSG00000102817"	4	5	8	6	5	6	9	18
"ENSMUSG00000026701"	26840	23182	18447	18731	6814	9668	11558	12043
"ENSMUSG00000104163"	0	0	0	0	0	0	0	0
"ENSMUSG00000026700"	0	0	0	0	1	1	0	0
"ENSMUSG00000066755"	2	0	0	0	0	0	0	0
"ENSMUSG00000089353"	0	0	0	0	0	0	0	0
"ENSMUSG00000102860"	0	2	0	0	0	0	0	0
"ENSMUSG00000040323"	4	13	11	7	4	12	10	20
"ENSMUSG00000102399"	4	3	0	0	0	0	2	0
"ENSMUSG00000000817"	2	3	0	0	0	4	2	1
"ENSMUSG00000103625"	0	0	0	0	0	0	4	3
"ENSMUSG00000040297"	2589	2313	1383	1313	1383	2384	3199	3734
"ENSMUSG00000102254"	16	12	2	7	6	9	8	18
"ENSMUSG00000103158"	2	2	0	0	0	1	0	0
"ENSMUSG00000086277"	0	0	4	0	4	0	0	7
"ENSMUSG00000026698"	1003	1042	947	792	806	1121	1598	1682
"ENSMUSG00000103393"	3	4	2	2	6	5	9	18
"ENSMUSG00000040265"	149	198	214	228	301	475	1440	1397
"ENSMUSG00000090260"	12	8	4	4	18	16	25	29
"ENSMUSG00000102994"	4	0	0	0	1	6	5	21
"ENSMUSG00000078190"	1009	1354	2573	2373	1486	2741	2076	2485
"ENSMUSG00000070126"	0	0	0	0	0	0	0	0
"ENSMUSG00000065516"	0	0	0	0	0	0	0	0
"ENSMUSG00000089933"	0	0	0	0	2	0	0	0
"ENSMUSG00000066752"	0	0	0	0	0	0	0	0
"ENSMUSG00000026694"	3321	2946	2105	1993	865	1353	2268	2133
"ENSMUSG00000026696"	1150	1099	1081	990	983	1692	2430	2715
"ENSMUSG00000091743"	0	0	1	0	0	0	0	0
"ENSMUSG00000026697"	0	0	0	0	0	1	0	1
"ENSMUSG00000091060"	0	4	0	0	0	0	0	0
"ENSMUSG00000040225"	8183	7385	7573	5870	6388	9855	12464	12841
"ENSMUSG00000098259"	16	13	10	12	10	14	28	19
"ENSMUSG00000026692"	44	58	24	17	11	18	0	8
"ENSMUSG00000040181"	250	257	119	117	313	398	416	635
"ENSMUSG00000040170"	10	20	2	1	6	9	14	1
"ENSMUSG00000095576"	0	0	0	0	0	1	45	10
"ENSMUSG00000026691"	0	0	0	0	0	0	0	0
"ENSMUSG00000103288"	0	0	0	0	0	0	0	0
"ENSMUSG00000071890"	0	0	0	0	0	0	0	0
"ENSMUSG00000077608"	0	0	0	0	0	0	0	0
"ENSMUSG00000103102"	0	0	0	1	0	0	0	0
"ENSMUSG00000089174"	0	0	0	0	0	0	0	0
"ENSMUSG00000026586"	123	213	310	302	1665	2429	3568	3774
"ENSMUSG00000092188"	3	3	0	8	16	44	24	38
"ENSMUSG00000096984"	8	27	45	52	214	338	245	294
"ENSMUSG00000103195"	0	12	0	0	37	64	63	112
"ENSMUSG00000040124"	649	659	502	477	955	1436	1946	2028
"ENSMUSG00000088951"	0	0	0	0	1	0	2	2
"ENSMUSG00000101869"	0	0	0	0	0	0	0	0
"ENSMUSG00000102117"	14	26	13	9	9	13	5	3
"ENSMUSG00000040113"	0	0	0	0	22	30	25	26
"ENSMUSG00000089700"	0	0	1	0	0	0	0	0
"ENSMUSG00000026585"	973	947	1315	1328	2336	3654	6163	6239
"ENSMUSG00000026584"	2294	2287	1328	1450	756	1053	1391	1579
"ENSMUSG00000041406"	1954	1729	1292	1477	1436	1991	2394	2215
"ENSMUSG00000041396"	416	347	344	332	177	305	406	373
"ENSMUSG00000103960"	0	0	0	0	0	0	0	0
"ENSMUSG00000026582"	5	7	7	0	0	0	0	0
"ENSMUSG00000026581"	214	267	70	42	0	0	0	0
"ENSMUSG00000026580"	46	38	39	34	0	0	0	0
"ENSMUSG00000090081"	4	0	1	0	0	0	0	0
"ENSMUSG00000086593"	4	3	3	3	0	0	0	0
"ENSMUSG00000026579"	1945	2024	980	1080	22	62	29	33
"ENSMUSG00000089790"	1	0	2	0	0	0	0	0
"ENSMUSG00000040918"	3968	3470	1886	2061	584	923	1036	1025
"ENSMUSG00000026578"	434	397	373	261	442	657	941	1023
"ENSMUSG00000026577"	1631	1439	1031	1055	759	1234	1622	1810
"ENSMUSG00000026575"	830	658	627	623	685	1117	1416	1516
"ENSMUSG00000103493"	2	5	6	3	16	11	8	11
"ENSMUSG00000026576"	1058	866	1145	980	423	516	1395	1564
"ENSMUSG00000104011"	5	2	5	7	5	9	26	29
"ENSMUSG00000103226"	0	0	0	0	0	0	0	0
"ENSMUSG00000097281"	0	0	0	0	4	1	0	0
"ENSMUSG00000102389"	0	0	0	0	0	0	0	0
"ENSMUSG00000103383"	0	2	0	0	0	0	0	0
"ENSMUSG00000102897"	0	0	0	0	0	0	0	0
"ENSMUSG00000102761"	0	0	0	0	0	0	0	0
"ENSMUSG00000102163"	0	0	0	0	0	0	0	0
"ENSMUSG00000026574"	0	0	0	0	0	4	0	0
"ENSMUSG00000103659"	0	0	0	0	0	0	0	0
"ENSMUSG00000104117"	0	0	0	0	0	0	0	0
"ENSMUSG00000103320"	0	0	0	0	0	0	0	0
"ENSMUSG00000026573"	0	0	0	0	0	0	0	0
"ENSMUSG00000101189"	0	0	0	0	0	1	0	0
"ENSMUSG00000080561"	0	0	0	0	0	0	0	0
"ENSMUSG00000102408"	0	0	0	0	1	0	2	0
"ENSMUSG00000026572"	3	2	11	3	0	0	0	0
"ENSMUSG00000089967"	3	11	0	3	4	2	6	8
"ENSMUSG00000040848"	2041	1838	1572	1505	911	1411	1631	1801
"ENSMUSG00000040843"	4023	4054	2818	2864	2408	3347	5106	5421
"ENSMUSG00000102302"	82	97	108	81	48	120	114	117
"ENSMUSG00000040836"	28	47	66	78	202	265	592	681
"ENSMUSG00000026571"	2512	2511	1231	1183	425	602	863	1040
"ENSMUSG00000104427"	4	3	2	2	0	2	5	6
"ENSMUSG00000089299"	0	4	0	0	1	0	0	1
"ENSMUSG00000102401"	58	62	11	16	8	28	10	33
"ENSMUSG00000026568"	7152	6325	3299	2936	1174	1654	2938	2974
"ENSMUSG00000103763"	22	22	15	5	3	8	20	18
"ENSMUSG00000026567"	9	9	18	6	8	13	26	36
"ENSMUSG00000103059"	0	0	2	1	0	0	0	0
"ENSMUSG00000103583"	0	0	0	0	0	1	0	0
"ENSMUSG00000087886"	0	0	0	1	0	0	0	0
"ENSMUSG00000089291"	0	0	0	0	0	0	0	0
"ENSMUSG00000104474"	0	0	0	0	5	0	0	4
"ENSMUSG00000026566"	4584	4127	3810	3669	3748	4995	6907	7175
"ENSMUSG00000103098"	4	0	1	0	4	11	0	7
"ENSMUSG00000104517"	0	2	0	2	0	1	0	0
"ENSMUSG00000040723"	1321	1228	996	742	234	391	499	641
"ENSMUSG00000105249"	2	0	0	1	0	1	0	0
"ENSMUSG00000103686"	0	2	1	0	0	0	1	0
"ENSMUSG00000103242"	0	0	0	1	1	0	0	0
"ENSMUSG00000040713"	15562	14687	6047	5809	573	798	873	902
"ENSMUSG00000104306"	0	2	0	0	0	2	0	0
"ENSMUSG00000089829"	17	7	8	12	51	63	110	67
"ENSMUSG00000088618"	0	0	0	0	0	0	0	1
"ENSMUSG00000005763"	2	8	6	3	20	23	34	40
"ENSMUSG00000094394"	1	0	1	1	0	0	0	0
"ENSMUSG00000102363"	0	0	0	0	0	0	0	0
"ENSMUSG00000103768"	0	2	2	2	2	0	0	0
"ENSMUSG00000102154"	2	5	2	0	1	0	1	0
"ENSMUSG00000026565"	653	675	873	795	1098	1688	2163	1996
"ENSMUSG00000099008"	12	15	16	3	31	55	33	21
"ENSMUSG00000097196"	0	0	0	0	3	0	0	0
"ENSMUSG00000102890"	0	0	0	0	1	2	2	2
"ENSMUSG00000102484"	0	0	1	0	0	0	0	0
"ENSMUSG00000026564"	52	75	85	62	111	130	165	224
"ENSMUSG00000000544"	2	5	0	0	5	4	3	0
"ENSMUSG00000040629"	2	0	3	3	0	0	2	1
"ENSMUSG00000040612"	46	73	76	61	1084	1564	1787	2226
"ENSMUSG00000091393"	0	0	2	0	7	10	6	18
"ENSMUSG00000103400"	6	17	10	12	6	7	28	29
"ENSMUSG00000026563"	1072	922	745	745	721	986	1425	1562
"ENSMUSG00000089853"	10	0	4	3	3	4	11	4
"ENSMUSG00000040596"	824	908	1236	1123	3824	6037	8817	9058
"ENSMUSG00000084093"	52	35	41	33	13	15	20	21
"ENSMUSG00000104194"	0	0	0	0	0	0	0	0
"ENSMUSG00000086056"	0	0	0	0	0	0	0	0
"ENSMUSG00000096172"	0	0	0	0	0	0	0	0
"ENSMUSG00000051081"	0	0	0	0	0	0	0	0
"ENSMUSG00000026560"	0	0	0	0	0	0	0	0
"ENSMUSG00000085841"	0	0	0	1	0	0	0	0
"ENSMUSG00000103073"	0	0	0	0	0	0	0	0
"ENSMUSG00000086925"	0	1	2	1	0	1	2	0
"ENSMUSG00000102548"	2	0	0	4	15	16	64	53
